country,t,onset2COWCS,decade,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,oilreserves_full,oilreserves,oilreserves_public,treat_agri,treat_mine,treat_fuel,treat_metal,iv_transport,iv_agri,iv_mine,iv_fuel,iv_metal
GIN,2003,0.0,8.0,0.0045,0.011631508,0.007389,0.002649,0.007725,0.0,0.0,0.00027234107,0.0002723448,0.0004785806,-0.028106477,0.0,0.0,0.0,0.0,1.0,,,1.0,,0.0,0.0,0.0
GMB,2003,0.0,8.0,0.0025,-0.095670156,0.007864,0.00097000005,0.008076,0.01,0.0,0.0003067702,0.0003067702,0.0004785806,0.02344777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0
GRC,2003,0.0,8.0,0.01,0.0308191,0.001576,0.00153,0.00029999999,0.0,0.0,2.0802021e-05,2.0802021e-05,0.009959966,0.019751487,9000.0,,0.009,,,0.0,0.0,,,0.0,0.0,0.0
GRL,2003,0.0,8.0,,,,0.004592,0.002188,0.0,0.0,,,-0.000423491,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
GTM,2003,0.0,8.0,0.009,0.037400477,0.005122,0.003753,0.004586,0.0,0.0,0.00018767267,0.00018768013,0.0017307103,-0.009877314,526000.0,,0.526,1.0,,,0.0,1.0,,0.0,0.0,0.0
GUY,2003,0.0,8.0,0.008,0.008329091,0.006195,0.007875999,0.000688,0.01,0.0,,,0.0017307103,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0
HKG,2003,0.0,8.0,,-0.095670156,0.00062,0.004191,0.002128,0.01,0.0,6.964803e-05,6.964803e-05,-0.0015705079,-0.022715762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
HND,2003,0.0,8.0,0.0085,0.03966511,0.001867,0.002357,0.000553,0.0,0.0,0.0002451092,0.0002451092,0.0017307103,0.01365232,0.0,0.0,0.0,1.0,,,0.0,1.0,,0.0,0.0,0.0
HRV,2003,0.0,8.0,0.009,,0.00369,0.004447,0.00076300005,,0.0,3.732741e-05,3.7331134e-05,0.009959966,0.011963032,0.32416016,0.32416016,0.092196,1.0,,1.0,,,,0.0,0.0,0.0
HTI,2003,0.0,8.0,0.004,0.027343675,0.00095,0.004704,,0.0,0.0,0.00018998235,0.00018998235,0.0017307103,-0.0092004035,0.0,0.0,0.0,1.0,1.0,,,1.0,,0.0,0.0,0.0
HUN,2003,0.0,8.0,0.01,-0.095670156,0.001522,0.005244,0.000297,0.0,0.0,-2.5384128e-05,-2.5387853e-05,0.009959966,0.019174052,0.4831854,0.4831854,0.102484,,0.0,0.0,1.0,,,0.0,0.0,0.0
IDN,2003,0.0,8.0,0.008,0.023513753,0.007351,0.00234,0.0076800003,0.0,1.0,0.00012963265,0.00012963265,-0.0015705079,0.010114895,10.7670765,10.7670765,4.865,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0
IND,2003,,8.0,0.0095,0.025572272,0.0041819997,0.0032600001,0.008069,0.01,0.0,0.00016988814,0.00016988069,-0.0015705079,0.048037693,5.0302734,5.0302734,5.5491657,,,0.0,,1.0,,0.0,0.0,0.0
IRL,2003,0.0,8.0,0.01,-0.095670156,0.001206,0.00155,0.000312,0.01,0.0,0.00011499971,0.00011499971,0.009959966,0.0028257705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
IRN,2003,0.0,8.0,0.0065,0.0364545,0.0066839997,0.0011519999,0.0074620005,0.0,1.0,7.264316e-06,7.264316e-06,-0.0015705079,-0.25850594,81.35836,81.35836,111.475,0.0,,0.0,,1.0,,0.0,0.0,0.0
IRQ,2003,0.0,8.0,,0.017917594,0.003689,0.004844,0.003694,0.0,1.0,0.00027998537,0.00027998164,-0.0015705079,-0.24668853,73.15833,73.15833,113.75,1.0,1.0,1.0,,1.0,,0.0,0.0,0.0
ISL,2003,0.0,8.0,,0.026173959,0.000798,0.001913,0.00082,0.0,0.0,,,0.009959966,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
ISR,2003,0.0,8.0,0.01,0.005306283,0.003436,0.0034689999,0.005525,0.01,0.0,0.00019031018,0.00019031018,-0.0015705079,-0.029474635,3810.0,,0.00381,1.0,,1.0,0.0,1.0,,0.0,0.0,0.0
ITA,2003,0.0,8.0,0.01,0.031000923,0.001145,0.0030270002,0.001147,0.0,0.0,1.2308359e-05,1.2308359e-05,0.009959966,-0.026525404,0.8713255,0.8713255,0.7309295,,,,1.0,,,0.0,0.0,0.0
JAM,2003,0.0,8.0,0.0095,0.010296194,0.004129,0.00616,0.001098,0.01,0.0,8.98391e-05,8.9842826e-05,0.0017307103,0.006092172,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0
JOR,2003,0.0,8.0,0.004,0.026532419,0.005926,0.00065899995,0.000396,0.0,0.0,0.00028382242,0.00028382242,-0.0015705079,-0.011295307,890.0,,0.00089,,,,0.0,,,0.0,0.0,0.0
JPN,2003,0.0,8.0,0.01,0.026878474,0.000119000004,0.005406,0.000178,0.0,0.0,1.3433397e-05,1.3437122e-05,-0.0015705079,-0.018231276,58500.0,,0.0585,,,1.0,1.0,1.0,,0.0,0.0,0.0
KAZ,2003,0.0,8.0,0.002,,0.006171,0.005898,0.0066210004,0.0,0.0,2.0109117e-05,2.0114705e-05,-0.0015705079,0.064586565,26.224314,26.224314,24.31,,1.0,1.0,1.0,1.0,,0.0,0.0,0.0
KEN,2003,0.0,8.0,0.009,0.03269569,0.008588,0.0077649998,0.0088599995,0.01,0.0,0.00027195364,0.00027195364,0.0004785806,-0.009501224,0.0,0.0,0.0,1.0,,,0.0,,,0.0,0.0,0.0
KGZ,2003,0.0,8.0,0.0035,,0.0067519997,0.00447,0.005949,0.0,0.0,0.00012023747,0.000120233744,-0.0015705079,0.063702956,40000.0,,0.04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
KHM,2003,0.0,8.0,0.006,0.0,0.002105,0.000965,0.002104,0.0,0.0,0.00017462671,0.00017462671,-0.0015705079,0.0018358417,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,,0.0,0.0,0.0
KOR,2003,0.0,8.0,0.009,0.021860512,2.0000001e-05,0.0066039995,2.1e-05,0.0,0.0,4.6133995e-05,4.6133995e-05,-0.0015705079,-0.014294181,0.0,0.0,0.0,,,1.0,1.0,1.0,,0.0,0.0,0.0
KWT,2003,0.0,8.0,0.0015,-0.095670156,0.0066039995,0.006745,0.003444,0.0,1.0,0.00033346564,0.0003334619,-0.0015705079,0.13395362,69.50475,69.50475,97.75,,,0.0,1.0,,,0.0,0.0,0.0
LAO,2003,0.0,8.0,0.0015,0.03577948,0.005139,0.005453,0.0063819997,0.0,0.0,0.00024615228,0.00024615228,-0.0015705079,0.014702173,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
LBN,2003,0.0,8.0,,0.04044804,0.001314,0.007886,0.001312,0.0,0.0,0.00013530254,0.00013530254,-0.0015705079,0.013206826,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0
LBR,2003,1.0,8.0,0.0055,-0.005108256,0.009084,0.004883,0.009038,0.01,0.0,-1.6331673e-05,-1.6335398e-05,0.0004785806,-0.30949494,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0
LBY,2003,0.0,8.0,0.0015,,0.00792,0.00057,0.000758,0.0,1.0,0.00024014711,0.00024015456,0.0004785806,0.005479818,28.846842,28.846842,34.313,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0
LIE,2003,0.0,8.0,,,0.0057260003,0.003343,0.002246,,0.0,,,0.009959966,,,,,,1.0,,,,,0.0,0.0,0.0
LKA,2003,0.0,8.0,0.0075,0.019878743,0.00415,0.004853,0.004645,0.01,0.0,0.00011380017,0.00011380389,-0.0015705079,0.029268766,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,0.0,0.0,0.0
LSO,2003,0.0,8.0,0.009,0.044091552,0.0025499999,0.0072109997,0.002543,0.01,0.0,4.390627e-05,4.3909997e-05,0.0004785806,-0.009049537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
LTU,2003,0.0,8.0,0.01,,0.0032229999,0.004141,0.003219,0.0,0.0,-3.6224723e-05,-3.6224723e-05,0.009959966,0.08163766,12000.0,,0.012,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
LUX,2003,0.0,8.0,,-0.095670156,0.005302,0.000911,0.00644,0.0,0.0,,,0.009959966,,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,0.0,0.0,0.0
LVA,2003,0.0,8.0,0.009,,0.005867,0.005556,0.005795,0.0,0.0,-7.403642e-05,-7.403642e-05,0.009959966,0.053760022,0.0,0.0,0.0,,,1.0,0.0,0.0,,0.0,0.0,0.0
MAC,2003,0.0,8.0,,,,0.0055110003,0.0025189999,0.0,0.0,,,-0.0015705079,,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,,0.0,0.0,0.0
MAR,2003,0.0,8.0,0.002,0.0383298,0.0048410003,3.5e-05,0.004683,0.0,0.0,0.00016596168,0.00016596541,0.0004785806,0.027778814,1600.0,,0.0016,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
MCO,2003,0.0,8.0,,,0.006838,0.003047,0.007305,,0.0,,,0.009959966,,,,,0.0,1.0,,,,,0.0,0.0,0.0
MDA,2003,0.0,8.0,0.009,-0.095670156,0.005535,0.005603,0.0055330005,0.0,0.0,-2.5220215e-05,-2.5220215e-05,0.009959966,0.08797044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
MDG,2003,0.0,8.0,0.0085,0.034904286,0.008791001,0.005191,0.00020400001,0.0,0.0,0.00030247122,0.00030247122,0.0004785806,0.06909649,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0
MDV,2003,0.0,8.0,,,,,,0.01,0.0,,,-0.0015705079,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0
MEX,2003,0.0,8.0,0.009,0.03440418,0.0054180003,0.001796,0.001511,0.0,0.0,0.00012009591,0.00012009218,0.0017307103,-0.017268647,31.48152,31.48152,14.3315,,,,1.0,,,0.0,0.0,0.0
MKD,2003,0.0,8.0,0.0095,,0.0050230003,0.005899,0.005021,,0.0,2.3119152e-05,2.3122877e-05,0.009959966,0.025365148,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
MLI,2003,0.0,8.0,0.0085,-0.0091629075,0.006906,0.00182,0.008388001,0.0,0.0,0.0002481714,0.0002481658,0.0004785806,0.028591564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
MLT,2003,0.0,8.0,,-0.095670156,0.000414,0.001223,0.000907,0.0,0.0,,,0.009959966,,0.0,0.0,0.0,,,0.0,1.0,,,0.0,0.0,0.0
MMR,2003,0.0,8.0,0.0015,0.035723455,0.0050620004,0.0019740001,0.005072,0.0,0.0,9.4883144e-05,9.487942e-05,-0.0015705079,0.089643925,50000.0,,0.05,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
MNG,2003,0.0,8.0,0.01,0.035918176,0.003682,0.000799,0.003734,0.0,0.0,0.00014300644,0.00014300691,-0.0015705079,-0.029237758,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
MOZ,2003,0.0,8.0,0.0075,0.008754687,0.0069319997,0.006759,0.008125,0.0,0.0,0.00021058321,0.00021058321,0.0004785806,0.043849073,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0
MRT,2003,0.0,8.0,0.002,-0.095670156,0.0061500003,0.000149,0.0032600001,0.0,0.0,0.0002528578,0.00025285967,0.0004785806,0.010231687,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
MUS,2003,0.0,8.0,0.01,-0.095670156,0.004634,0.006385,0.004547,0.0,0.0,9.391457e-05,9.392202e-05,0.0004785806,0.027069941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
MWI,2003,0.0,8.0,0.0075,0.021747518,0.0067439997,0.008192,0.006023,0.01,0.0,0.00022886693,0.00022887066,0.0004785806,-0.00012261141,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,,0.0,0.0,0.0
MYS,2003,0.0,8.0,0.0065,0.026878474,0.00588,0.006657,0.00597,0.01,0.0,0.00018833578,0.00018833578,-0.0015705079,0.0022192001,4.7678723,4.7678723,3.92,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0
NAM,2003,0.0,8.0,0.008,0.023887627,0.006329,0.0066259997,0.007005,0.01,0.0,0.00011540204,0.000115402974,0.0004785806,0.009464584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
NCL,2003,0.0,8.0,,,,0.0054619997,0.006633,0.0,0.0,,,0.001720801,,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,,0.0,0.0,0.0
NER,2003,0.0,8.0,0.0075,0.007419373,0.006518,0.002013,0.006519,0.0,0.0,0.00037225336,0.00037225522,0.0004785806,0.008461741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
NGA,2003,0.0,8.0,0.007,0.008754687,0.008505,0.007421,0.008503,0.01,1.0,0.00021975487,0.00021975487,0.0004785806,0.068535045,30.36759,30.36759,29.6275,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
NIC,2003,0.0,8.0,0.009,0.022300145,0.004844,0.00429,0.000473,0.0,0.0,0.00020564348,0.00020563602,0.0017307103,-0.00039430382,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,,0.0,0.0,0.0
NLD,2003,0.0,8.0,0.01,-0.095670156,0.001054,0.0072219996,0.005143,0.0,0.0,6.209314e-05,6.208941e-05,0.009959966,-0.02483016,0.2556436,0.2556436,0.106,1.0,1.0,,1.0,,,0.0,0.0,0.0
NOR,2003,0.0,8.0,0.01,0.033809945,0.00058600004,0.002048,0.000673,0.0,0.0,4.3578446e-05,4.358031e-05,0.009959966,-0.022956975,14.224561,14.224561,10.207035,0.0,,1.0,1.0,,,0.0,0.0,0.0
NPL,2003,0.0,8.0,0.002,0.043000028,0.006632,0.001417,0.0071670003,0.01,0.0,0.00017674267,0.0001767464,-0.0015705079,-0.0017651897,0.0,0.0,0.0,1.0,0.0,,,1.0,,0.0,0.0,0.0
NZL,2003,0.0,8.0,0.01,0.033428617,0.003969,0.00811,0.001657,0.01,0.0,0.0001578033,0.0001578033,0.001720801,0.0011031888,189700.0,,0.1897,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
OMN,2003,0.0,8.0,0.001,0.010296194,0.004373,0.0043220003,0.003567,0.0,0.0,0.00033967197,0.0003396757,-0.0015705079,-0.06665446,7.125027,7.125027,5.539,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0
PAK,2003,0.0,8.0,0.0025,0.037612002,0.007098,0.003848,0.00719,0.01,0.0,0.00017604977,0.00017604604,-0.0015705079,0.0065889284,0.28616005,0.28616005,0.310443,1.0,0.0,,,,,0.0,0.0,0.0
PAN,2003,0.0,8.0,0.0095,0.024849067,0.005528,0.0033379998,0.0038730002,0.0,0.0,0.00016840547,0.00016840175,0.0017307103,0.0013979767,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,,0.0,0.0,0.0
PER,2003,0.0,8.0,0.0095,0.03862833,0.006566,0.001988,0.003358,0.0,0.0,0.00014513731,0.00014513545,0.0017307103,0.009484394,1.722224,1.722224,0.626473,,,,,,,0.0,0.0,0.0
PHL,2003,0.0,8.0,0.009,0.03058707,0.002385,0.003056,0.00836,0.0,0.0,0.00021146983,0.00021146983,-0.0015705079,0.0041039474,152000.0,,0.152,,,1.0,1.0,1.0,,0.0,0.0,0.0
PNG,2003,0.0,8.0,0.007,0.035723455,0.0027180002,0.005523,0.003526,0.01,0.0,,,0.001720801,,0.485691,0.485691,0.24,1.0,1.0,,,0.0,,0.0,0.0,0.0
POL,2003,0.0,8.0,0.01,-0.0022314354,0.0011829999,0.0017120001,0.00046799998,0.0,0.0,-5.982816e-06,-5.9865415e-06,0.009959966,0.016150141,96375.0,,0.096375,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0
PRK,2003,0.0,8.0,0.0005,,0.00039200002,0.004891,2.7999999e-05,0.0,0.0,8.536875e-05,8.536875e-05,-0.0015705079,-0.016774323,0.0,0.0,0.0,1.0,,,1.0,0.0,,0.0,0.0,0.0
PRT,2003,0.0,8.0,0.01,0.01757858,0.00046799998,0.001438,0.000198,0.0,0.0,4.4077635e-05,4.407391e-05,0.009959966,-0.042000603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
PRY,2003,0.0,8.0,0.009,0.000953102,0.0016889999,0.002123,0.005975,0.0,0.0,0.00025313348,0.00025313534,0.0017307103,0.003082049,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,,0.0,0.0,0.0
PYF,2003,0.0,8.0,,,,0.0058130003,0.006078,,0.0,,,0.001720801,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
QAT,2003,0.0,8.0,0.0,-0.095670156,0.007456,0.00095,0.0047999998,0.0,1.0,0.00047135353,0.00047135726,-0.0015705079,0.018999606,30.108585,30.108585,21.11135,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0
RUS,2003,,8.0,0.008,0.026532419,0.002452,0.004398,0.002485,0.0,0.0,-5.9075654e-05,-5.907379e-05,0.009959966,0.06746661,68.541756,68.541756,68.12245,,,,1.0,0.0,,0.0,0.0,0.0
RWA,2003,0.0,8.0,0.0035,0.04295924,0.003238,0.0050660004,,0.0,0.0,0.00024000555,0.00024000555,0.0004785806,-0.030993812,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
SAU,2003,0.0,8.0,0.0,0.02442347,0.0018000001,0.00127,0.00094899995,0.01,1.0,0.00026340038,0.00026340038,-0.0015705079,0.023848848,216.98677,216.98677,262.265,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
SEN,2003,0.0,8.0,0.009,-0.095670156,0.006939,0.001497,0.006961,0.0,0.0,0.00027948618,0.0002794899,0.0004785806,0.03355411,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
SGP,2003,0.0,8.0,0.004,-0.095670156,0.0038569998,0.006561,0.003835,0.01,0.0,0.00018647313,0.00018647313,-0.0015705079,-0.033659376,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,,0.0,0.0,0.0
SLE,2003,0.0,8.0,0.0075,0.005306283,0.008191001,0.005395,0.0076340004,0.01,0.0,0.00037546456,0.00037546456,0.0004785806,0.031425435,0.0,0.0,0.0,1.0,1.0,0.0,,,,0.0,0.0,0.0
SLV,2003,0.0,8.0,0.0085,0.023321439,0.001978,0.0035589999,,0.0,0.0,0.00018389523,0.0001838915,0.0017307103,-0.010104528,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,0.0,0.0,0.0
SMR,2003,0.0,8.0,,,0.002927,0.0019750001,,,0.0,,,0.009959966,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
SOM,2003,0.0,8.0,0.005,0.025336968,0.008117,2.7999999e-05,0.000326,0.01,0.0,0.0003453344,0.00034533255,0.0004785806,0.013701875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
STP,2003,0.0,8.0,,,,0.001866,0.002322,0.0,0.0,0.000319615,0.000319615,0.0004785806,0.019090626,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
SUR,2003,0.0,8.0,,0.014816046,0.007332,0.00791,0.00331,0.0,0.0,,,0.0017307103,,170000.0,,0.17,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0
SVK,2003,0.0,8.0,0.0095,,0.002539,0.005655,0.002551,,0.0,1.1734664e-05,1.1734664e-05,0.009959966,0.0098755825,9000.0,,0.009,,1.0,,0.0,0.0,,0.0,0.0,0.0
SVN,2003,0.0,8.0,0.01,,0.0022159999,0.002868,0.002201,,0.0,-2.4735928e-06,-2.4735928e-06,0.009959966,0.0048630945,,,,,0.0,1.0,1.0,1.0,,0.0,0.0,0.0
SWE,2003,0.0,8.0,0.01,0.009555114,0.00059999997,0.002342,0.0019679999,0.0,0.0,1.7859042e-05,1.7853454e-05,0.009959966,-0.0018423479,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0
SWZ,2003,0.0,8.0,0.0005,0.027212955,0.000582,0.0044440003,0.001722,0.01,0.0,4.7557056e-05,4.7557056e-05,0.0004785806,-0.007967148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
SYC,2003,0.0,8.0,,-0.095670156,0.002025,0.002323,0.0016060001,0.0,0.0,0.000113256276,0.000113256276,0.0004785806,-0.09011094,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,,0.0,0.0,0.0
SYR,2003,0.0,8.0,0.0015,0.01686399,0.005399,0.0043099998,0.0018170001,0.0,0.0,0.00024739653,0.00024739653,-0.0015705079,-0.038752627,1.614661,1.614661,2.4475,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0
TCD,2003,0.0,8.0,0.004,0.021400662,0.0086199995,0.0064109997,0.008635,0.0,0.0,0.00036035478,0.00036035478,0.0004785806,0.0968322,1.384,1.384,0.9,1.0,0.0,0.0,,1.0,,0.0,0.0,0.0
TGO,2003,0.0,8.0,0.004,-0.095670156,0.0070990003,0.0065960004,0.00898,0.0,0.0,0.00027181208,0.00027180836,0.0004785806,0.021346305,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
THA,2003,0.0,8.0,0.0095,0.01686399,0.0063380003,0.000994,0.006344,0.01,0.0,7.364899e-05,7.364899e-05,-0.0015705079,0.018439665,0.90042156,0.90042156,0.541675,,,,1.0,,,0.0,0.0,0.0
TJK,2003,0.0,8.0,0.0035,0.043944493,0.005107,0.0033860002,0.005473,0.0,0.0,0.00017819554,0.00017819554,-0.0015705079,0.11017808,12000.0,,0.012,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
TKM,2003,0.0,8.0,0.0005,,0.003918,0.002327,0.003984,0.0,0.0,0.00011701137,0.00011701137,-0.0015705079,0.039836008,1.7491406,1.7491406,0.546,,0.0,,,,,0.0,0.0,0.0
TTO,2003,0.0,8.0,0.01,-0.095670156,0.0064749997,0.007936,0.001251,0.01,0.0,-3.2156706e-05,-3.2156706e-05,0.0017307103,0.11572732,1.2745652,1.2745652,0.803535,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0
TUN,2003,0.0,8.0,0.003,0.010296194,0.000394,0.000104,0.000124,0.0,0.0,0.000104524195,0.00010452792,0.0004785806,0.014359057,0.6368865,0.6368865,0.47873002,0.0,0.0,,0.0,1.0,,0.0,0.0,0.0
TUR,2003,0.0,8.0,0.0085,0.042668965,0.0032,4.9000002e-05,0.0022159999,0.0,0.0,0.0001527667,0.00015277043,-0.0015705079,0.014946496,0.2183577,0.2183577,0.3,,,0.0,1.0,,,0.0,0.0,0.0
TWN,2003,0.0,8.0,0.0095,0.038416006,0.002744,0.0068449997,0.005028,,0.0,4.1268766e-05,4.1268766e-05,-0.0015705079,-0.01154412,4000.0,,0.004,,,1.0,1.0,1.0,,0.0,0.0,0.0
TZA,2003,0.0,8.0,0.0045,0.030773124,0.007353,0.0063340003,0.008983,0.01,0.0,0.00022791326,0.00022791326,0.0004785806,0.022919234,0.0,0.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0
UGA,2003,,8.0,0.003,0.022407096,0.009302,0.006332,0.009227,0.01,0.0,0.000329189,0.000329189,0.0004785806,0.0026199883,0.0,0.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0
UKR,2003,0.0,8.0,0.008,,0.004737,0.006157,0.004741,0.0,0.0,-8.1487e-05,-8.1483275e-05,0.009959966,0.108160354,1.1894103,1.1894103,0.395,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
URY,2003,0.0,8.0,0.01,-0.095670156,0.002504,0.0035479998,0.000817,0.0,0.0,5.6251884e-05,5.625561e-05,0.0017307103,0.0028517358,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0
USA,2003,0.0,8.0,0.01,0.031738784,0.004901,0.008241001,0.002514,0.01,0.0,8.6054206e-05,8.606166e-05,-0.000423491,-0.004816875,18.019117,18.019117,25.898,,0.0,0.0,0.0,,,0.0,0.0,0.0
UZB,2003,0.0,8.0,0.0005,,0.004125,0.002133,0.00412,0.0,0.0,0.000114530325,0.00011453405,-0.0015705079,0.018510275,1.7311232,1.7311232,0.594,1.0,,,1.0,1.0,,0.0,0.0,0.0
VEN,2003,0.0,8.0,0.008,0.03058707,0.004966,0.00135,0.000686,0.0,1.0,0.00014486164,0.00014486164,0.0017307103,-0.10935986,97.43837,97.43837,77.513,,1.0,,1.0,1.0,,0.0,0.0,0.0
VGB,2003,0.0,8.0,,,,,,,0.0,,,0.0017307103,,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,,0.0,0.0,0.0
VNM,2003,0.0,8.0,0.0015,0.029549103,0.002383,0.00508,0.002377,0.0,0.0,0.000108502805,0.000108502805,-0.0015705079,0.033634484,2.602531,2.602531,1.78,0.0,,0.0,0.0,,,0.0,0.0,0.0
VUT,2003,0.0,8.0,,0.0,0.000413,0.007044,0.005794,0.01,0.0,,,0.001720801,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0
WSM,2003,0.0,8.0,,,0.001376,0.007871,0.000111,,0.0,,,0.001720801,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
YEM,2003,0.0,8.0,0.004,0.03303217,,2.3e-05,8.0000005e-05,,0.0,0.00034090132,0.0003408976,-0.0015705079,-0.017392283,1.2961315,1.2961315,3.425,,1.0,,,1.0,,0.0,0.0,0.0
ZAF,2003,0.0,8.0,0.0095,0.020412203,0.0075169997,0.008603,0.008652,0.01,0.0,0.00010571629,0.00010571256,0.0004785806,0.008853835,15680.0,,0.01568,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
ZMB,2003,0.0,8.0,0.0075,-0.01609438,0.007808,0.007359,0.008734,0.01,0.0,0.00015570223,0.00015570596,0.0004785806,0.029151635,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
ZWE,2003,0.0,8.0,0.003,0.010647108,0.003874,0.007363,0.004472,0.01,0.0,-4.2647123e-05,-4.2647123e-05,0.0004785806,-0.103508264,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0
ABW,2004,0.0,8.0,,,,0.004107,0.003889,,0.0,,,0.0050548166,,,,,1.0,0.0,,,1.0,1.0,,1.0,0.0
AFG,2004,0.0,8.0,,0.041835755,0.0076929997,0.002717,0.006141,0.0,0.0,0.00052313507,0.0005231425,0.0076555014,0.017496603,,,,,0.0,0.0,,0.0,1.0,,1.0,0.0
AGO,2004,0.0,8.0,0.004,0.022721259,0.007867,0.0062760003,0.00787,0.0,0.0,0.00029762834,0.00029762834,0.0060210973,0.06663615,2706004.5,,7.2235,,0.0,,0.0,,1.0,,1.0,0.0
